air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,precipitation_rate,zenith,weather_type,period_end,period
14,0.16,170,0,0,0,0,0.3,0,0,0,0,0,166,MOSTLY CLEAR,2025-05-25T00:00:00+01:00,PT60M
14,0.16,-138,0,0,0,0,0,0,0,0,0,0,163,CLEAR,2025-05-25T01:00:00+01:00,PT60M
14,0.16,-112,0,0,0,0,0,0,0,0,0,0,152,CLEAR,2025-05-25T02:00:00+01:00,PT60M
15,0.16,-98,0,0,0,0,0.4,0,0,0,0,0,140,MOSTLY CLEAR,2025-05-25T03:00:00+01:00,PT60M
16,0.16,-89,0,0,0,0,0,0,0,0,0,0,128,CLEAR,2025-05-25T04:00:00+01:00,PT60M
18,0.16,-81,0,0,0,0,0,0,0,0,0,0,116,CLEAR,2025-05-25T05:00:00+01:00,PT60M
17,0.16,-74,0,0,0,0,0,0,0,0,0,0,103,CLEAR,2025-05-25T06:00:00+01:00,PT60M
14,0.16,-66,4,31,7,9,0,4,31,7,9,0,92,CLEAR,2025-05-25T07:00:00+01:00,PT60M
14,0.16,-57,36,514,124,278,0,36,514,124,278,0,81,SUNNY,2025-05-25T08:00:00+01:00,PT60M
18,0.16,-47,55,732,295,701,0,55,732,295,701,0,71,SUNNY,2025-05-25T09:00:00+01:00,PT60M
20,0.16,-34,64,822,440,869,0,64,822,440,869,0,63,SUNNY,2025-05-25T10:00:00+01:00,PT60M
22,0.16,-20,69,865,538,826,0,69,865,538,826,0,57,SUNNY,2025-05-25T11:00:00+01:00,PT60M
22,0.16,-3,70,879,578,729,0,70,879,578,729,0,55,SUNNY,2025-05-25T12:00:00+01:00,PT60M
22,0.16,14,70,871,558,604,0,70,871,558,604,0,56,SUNNY,2025-05-25T13:00:00+01:00,PT60M
22,0.16,30,66,836,478,482,0,66,836,478,482,0,61,SUNNY,2025-05-25T14:00:00+01:00,PT60M
21,0.16,43,59,763,347,398,0,59,763,347,398,0,68,SUNNY,2025-05-25T15:00:00+01:00,PT60M
19,0.16,54,48,590,182,326,0,48,590,182,326,0,77,SUNNY,2025-05-25T16:00:00+01:00,PT60M
18,0.16,63,14,146,29,54,1.2,14,145,29,54,0,88,MOSTLY SUNNY,2025-05-25T17:00:00+01:00,PT60M
16,0.16,71,0,0,0,0,4.2,0,0,0,0,0,99,MOSTLY CLEAR,2025-05-25T18:00:00+01:00,PT60M
14,0.16,79,0,0,0,0,9.6,0,0,0,0,0,111,MOSTLY CLEAR,2025-05-25T19:00:00+01:00,PT60M
13,0.16,86,0,0,0,0,8.9,0,0,0,0,0,124,MOSTLY CLEAR,2025-05-25T20:00:00+01:00,PT60M
12,0.16,95,0,0,0,0,7,0,0,0,0,0,136,MOSTLY CLEAR,2025-05-25T21:00:00+01:00,PT60M
12,0.16,106,0,0,0,0,9.5,0,0,0,0,0,148,MOSTLY CLEAR,2025-05-25T22:00:00+01:00,PT60M
10,0.16,126,0,0,0,0,9.1,0,0,0,0,0,160,MOSTLY CLEAR,2025-05-25T23:00:00+01:00,PT60M
9,0.16,170,0,0,0,0,7.2,0,0,0,0,0,166,MOSTLY CLEAR,2025-05-26T00:00:00+01:00,PT60M
9,0.14,-138,0,0,0,0,3.1,0,0,0,0,0,163,MOSTLY CLEAR,2025-05-26T01:00:00+01:00,PT60M
9,0.14,-112,0,0,0,0,5.9,0,0,0,0,0,153,MOSTLY CLEAR,2025-05-26T02:00:00+01:00,PT60M
9,0.14,-98,0,0,0,0,3.8,0,0,0,0,0,141,MOSTLY CLEAR,2025-05-26T03:00:00+01:00,PT60M
9,0.14,-89,0,0,0,0,0,0,0,0,0,0,128,CLEAR,2025-05-26T04:00:00+01:00,PT60M
9,0.14,-81,0,0,0,0,0,0,0,0,0,0,116,CLEAR,2025-05-26T05:00:00+01:00,PT60M
9,0.14,-74,0,0,0,0,0,0,0,0,0,0,104,CLEAR,2025-05-26T06:00:00+01:00,PT60M
9,0.14,-66,4,11,5,6,0.8,4,8,5,6,0,92,MOSTLY CLEAR,2025-05-26T07:00:00+01:00,PT60M
10,0.14,-57,48,360,111,225,3.8,55,295,105,199,0,81,MOSTLY SUNNY,2025-05-26T08:00:00+01:00,PT60M
12,0.14,-47,77,611,276,626,13.3,128,342,239,441,0.1,71,PARTLY CLOUDY,2025-05-26T09:00:00+01:00,PT60M
15,0.14,-34,90,723,419,807,5.3,118,607,399,716,0.1,63,MOSTLY SUNNY,2025-05-26T10:00:00+01:00,PT60M
15,0.14,-20,92,787,517,786,5.5,138,651,488,716,0.1,57,MOSTLY SUNNY,2025-05-26T11:00:00+01:00,PT60M
15,0.14,-3,97,797,556,696,23.9,263,278,423,468,0,55,PARTLY CLOUDY,2025-05-26T12:00:00+01:00,PT60M
15,0.14,14,92,798,538,581,29,272,197,380,379,0,56,PARTLY CLOUDY,2025-05-26T13:00:00+01:00,PT60M
15,0.14,29,81,779,463,467,4,112,681,443,446,0,61,MOSTLY SUNNY,2025-05-26T14:00:00+01:00,PT60M
15,0.14,43,71,705,336,382,0.4,73,697,335,380,0,68,MOSTLY SUNNY,2025-05-26T15:00:00+01:00,PT60M
14,0.14,54,51,550,175,310,13.6,80,311,153,218,0,77,PARTLY CLOUDY,2025-05-26T16:00:00+01:00,PT60M
13,0.14,63,15,129,28,50,5.5,16,111,27,46,0,88,MOSTLY SUNNY,2025-05-26T17:00:00+01:00,PT60M
13,0.14,71,0,0,0,0,8,0,0,0,0,0,99,MOSTLY CLEAR,2025-05-26T18:00:00+01:00,PT60M
12,0.14,78,0,0,0,0,10.3,0,0,0,0,0,111,PARTLY CLOUDY,2025-05-26T19:00:00+01:00,PT60M
11,0.14,86,0,0,0,0,9.2,0,0,0,0,0,124,MOSTLY CLEAR,2025-05-26T20:00:00+01:00,PT60M
11,0.14,94,0,0,0,0,10.9,0,0,0,0,0,136,PARTLY CLOUDY,2025-05-26T21:00:00+01:00,PT60M
11,0.14,106,0,0,0,0,8,0,0,0,0,0,148,MOSTLY CLEAR,2025-05-26T22:00:00+01:00,PT60M
10,0.14,126,0,0,0,0,0.7,0,0,0,0,0,160,MOSTLY CLEAR,2025-05-26T23:00:00+01:00,PT60M
10,0.14,170,0,0,0,0,4.9,0,0,0,0,0,166,MOSTLY CLEAR,2025-05-27T00:00:00+01:00,PT60M
10,0.15,-138,0,0,0,0,0.1,0,0,0,0,0,163,MOSTLY CLEAR,2025-05-27T01:00:00+01:00,PT60M
10,0.15,-111,0,0,0,0,0.7,0,0,0,0,0,153,MOSTLY CLEAR,2025-05-27T02:00:00+01:00,PT60M
9,0.15,-98,0,0,0,0,0.5,0,0,0,0,0,141,MOSTLY CLEAR,2025-05-27T03:00:00+01:00,PT60M
9,0.15,-89,0,0,0,0,0.1,0,0,0,0,0,128,MOSTLY CLEAR,2025-05-27T04:00:00+01:00,PT60M
9,0.15,-81,0,0,0,0,0,0,0,0,0,0,116,CLEAR,2025-05-27T05:00:00+01:00,PT60M
8,0.15,-74,0,0,0,0,0,0,0,0,0,0,104,CLEAR,2025-05-27T06:00:00+01:00,PT60M
9,0.15,-66,4,20,5,7,3.6,4,19,5,7,0,92,MOSTLY CLEAR,2025-05-27T07:00:00+01:00,PT60M
10,0.15,-57,38,469,117,256,0,38,469,117,256,0,81,SUNNY,2025-05-27T08:00:00+01:00,PT60M
13,0.15,-47,58,705,286,674,0,58,705,286,674,0,71,SUNNY,2025-05-27T09:00:00+01:00,PT60M
16,0.15,-34,68,801,430,854,0,68,801,430,854,0,63,SUNNY,2025-05-27T10:00:00+01:00,PT60M
17,0.15,-20,73,849,529,815,0,73,849,529,815,0,58,SUNNY,2025-05-27T11:00:00+01:00,PT60M
19,0.15,-3,75,867,571,722,0,75,867,571,722,0,55,SUNNY,2025-05-27T12:00:00+01:00,PT60M
20,0.15,14,74,859,551,598,0,74,859,551,598,0,56,SUNNY,2025-05-27T13:00:00+01:00,PT60M
20,0.15,29,70,826,472,476,0,70,826,472,476,0,61,SUNNY,2025-05-27T14:00:00+01:00,PT60M
20,0.15,43,62,754,343,392,0,62,754,343,392,0,68,SUNNY,2025-05-27T15:00:00+01:00,PT60M
19,0.15,54,47,591,179,321,0,47,591,179,321,0,77,SUNNY,2025-05-27T16:00:00+01:00,PT60M
19,0.15,63,14,143,28,52,0,14,143,28,52,0,88,SUNNY,2025-05-27T17:00:00+01:00,PT60M
16,0.15,71,0,0,0,0,2.7,0,0,0,0,0,99,MOSTLY CLEAR,2025-05-27T18:00:00+01:00,PT60M
12,0.15,78,0,0,0,0,3.5,0,0,0,0,0,111,MOSTLY CLEAR,2025-05-27T19:00:00+01:00,PT60M
10,0.15,86,0,0,0,0,4.3,0,0,0,0,0,124,MOSTLY CLEAR,2025-05-27T20:00:00+01:00,PT60M
9,0.15,94,0,0,0,0,4,0,0,0,0,0,136,MOSTLY CLEAR,2025-05-27T21:00:00+01:00,PT60M
9,0.15,105,0,0,0,0,2.1,0,0,0,0,0,148,MOSTLY CLEAR,2025-05-27T22:00:00+01:00,PT60M
9,0.15,125,0,0,0,0,2.2,0,0,0,0,0,160,MOSTLY CLEAR,2025-05-27T23:00:00+01:00,PT60M
10,0.15,169,0,0,0,0,1.6,0,0,0,0,0,167,MOSTLY CLEAR,2025-05-28T00:00:00+01:00,PT60M
11,0.16,-138,0,0,0,0,0.8,0,0,0,0,0,163,MOSTLY CLEAR,2025-05-28T01:00:00+01:00,PT60M
12,0.16,-111,0,0,0,0,0.1,0,0,0,0,0,153,MOSTLY CLEAR,2025-05-28T02:00:00+01:00,PT60M
12,0.16,-98,0,0,0,0,0,0,0,0,0,0,141,CLEAR,2025-05-28T03:00:00+01:00,PT60M
13,0.16,-89,0,0,0,0,0,0,0,0,0,0,128,CLEAR,2025-05-28T04:00:00+01:00,PT60M
13,0.16,-81,0,0,0,0,0.9,0,0,0,0,0,116,MOSTLY CLEAR,2025-05-28T05:00:00+01:00,PT60M
13,0.16,-73,0,0,0,0,0.4,0,0,0,0,0,104,MOSTLY CLEAR,2025-05-28T06:00:00+01:00,PT60M
12,0.16,-66,3,21,5,7,0.4,3,21,5,7,0,92,MOSTLY CLEAR,2025-05-28T07:00:00+01:00,PT60M
12,0.16,-57,37,476,116,255,0,37,476,116,255,0,81,SUNNY,2025-05-28T08:00:00+01:00,PT60M
14,0.16,-47,58,703,284,669,0,58,703,284,669,0,71,SUNNY,2025-05-28T09:00:00+01:00,PT60M
16,0.16,-34,71,788,425,846,0,71,788,425,846,0,63,SUNNY,2025-05-28T10:00:00+01:00,PT60M
17,0.16,-20,73,841,523,808,12.8,162,554,453,649,0,58,PARTLY CLOUDY,2025-05-28T11:00:00+01:00,PT60M
17,0.16,-3,75,853,562,712,32.2,296,149,381,382,0,55,PARTLY CLOUDY,2025-05-28T12:00:00+01:00,PT60M
17,0.16,14,78,833,539,586,57.1,219,26,234,228,0,56,MOSTLY CLOUDY,2025-05-28T13:00:00+01:00,PT60M
17,0.16,29,74,794,459,463,77.7,104,0,104,104,0,61,OVERCAST,2025-05-28T14:00:00+01:00,PT60M
16,0.16,42,65,715,330,376,87.9,38,0,38,35,0,68,OVERCAST,2025-05-28T15:00:00+01:00,PT60M
15,0.16,53,47,549,170,301,67.9,53,0,53,44,0,78,OVERCAST,2025-05-28T16:00:00+01:00,PT60M
15,0.16,63,14,106,25,43,39.7,11,0,11,11,0,88,MOSTLY CLOUDY,2025-05-28T17:00:00+01:00,PT60M
14,0.16,71,0,0,0,0,27,0,0,0,0,0.1,100,PARTLY CLOUDY,2025-05-28T18:00:00+01:00,PT60M
14,0.16,78,0,0,0,0,33.8,0,0,0,0,0.6,112,INTERMITTENT RAIN,2025-05-28T19:00:00+01:00,PT60M
13,0.16,86,0,0,0,0,35.8,0,0,0,0,1.2,124,INTERMITTENT RAIN,2025-05-28T20:00:00+01:00,PT60M
13,0.16,94,0,0,0,0,39.4,0,0,0,0,1.4,136,INTERMITTENT RAIN,2025-05-28T21:00:00+01:00,PT60M
13,0.16,105,0,0,0,0,41.9,0,0,0,0,1.4,149,RAIN,2025-05-28T22:00:00+01:00,PT60M
13,0.16,125,0,0,0,0,44.6,0,0,0,0,1.1,160,RAIN,2025-05-28T23:00:00+01:00,PT60M
13,0.16,169,0,0,0,0,41.3,0,0,0,0,1,167,RAIN,2025-05-29T00:00:00+01:00,PT60M
13,0.15,-137,0,0,0,0,34.2,0,0,0,0,0.7,163,INTERMITTENT RAIN,2025-05-29T01:00:00+01:00,PT60M
13,0.15,-111,0,0,0,0,31.8,0,0,0,0,0.6,153,INTERMITTENT RAIN,2025-05-29T02:00:00+01:00,PT60M
13,0.15,-98,0,0,0,0,34.2,0,0,0,0,0.6,141,INTERMITTENT RAIN,2025-05-29T03:00:00+01:00,PT60M
12,0.15,-88,0,0,0,0,33.4,0,0,0,0,0.5,128,INTERMITTENT RAIN,2025-05-29T04:00:00+01:00,PT60M
13,0.15,-81,0,0,0,0,32.4,0,0,0,0,0.4,116,INTERMITTENT RAIN,2025-05-29T05:00:00+01:00,PT60M
12,0.15,-73,0,0,0,0,30.4,0,0,0,0,0.2,104,INTERMITTENT RAIN,2025-05-29T06:00:00+01:00,PT60M
12,0.15,-66,3,7,4,4,27.8,3,0,3,3,0.2,92,INTERMITTENT RAIN,2025-05-29T07:00:00+01:00,PT60M
12,0.15,-57,46,341,104,209,34.8,66,0,66,65,0.2,81,INTERMITTENT RAIN,2025-05-29T08:00:00+01:00,PT60M
13,0.15,-47,72,618,269,615,44.4,149,0,149,133,0.4,72,RAIN,2025-05-29T09:00:00+01:00,PT60M
14,0.15,-34,82,742,413,814,49.9,205,0,205,159,0.6,63,RAIN,2025-05-29T10:00:00+01:00,PT60M
15,0.15,-20,93,783,510,782,58.2,213,0,213,179,0.7,58,RAIN,2025-05-29T11:00:00+01:00,PT60M
16,0.15,-3,95,805,552,697,66.5,184,0,184,166,0.3,55,RAIN,2025-05-29T12:00:00+01:00,PT60M
16,0.15,14,89,811,535,582,70.9,156,0,156,150,0.3,57,RAIN,2025-05-29T13:00:00+01:00,PT60M
16,0.15,29,79,787,459,463,62.9,172,0,172,172,0.3,61,RAIN,2025-05-29T14:00:00+01:00,PT60M
16,0.15,42,69,710,332,377,79.8,66,0,66,62,0.1,68,OVERCAST,2025-05-29T15:00:00+01:00,PT60M
16,0.15,53,51,539,170,299,62.5,55,0,55,46,0.1,78,OVERCAST,2025-05-29T16:00:00+01:00,PT60M
16,0.15,62,13,123,26,46,34.8,17,26,19,23,0.1,88,PARTLY CLOUDY,2025-05-29T17:00:00+01:00,PT60M
14,0.15,70,0,0,0,0,39.1,0,0,0,0,0.5,100,INTERMITTENT RAIN,2025-05-29T18:00:00+01:00,PT60M
13,0.15,78,0,0,0,0,37,0,0,0,0,0.3,112,INTERMITTENT RAIN,2025-05-29T19:00:00+01:00,PT60M
13,0.15,85,0,0,0,0,39.8,0,0,0,0,0.4,124,INTERMITTENT RAIN,2025-05-29T20:00:00+01:00,PT60M
13,0.15,94,0,0,0,0,40.2,0,0,0,0,0.4,136,RAIN,2025-05-29T21:00:00+01:00,PT60M
12,0.15,105,0,0,0,0,41.3,0,0,0,0,0.7,149,RAIN,2025-05-29T22:00:00+01:00,PT60M
12,0.15,125,0,0,0,0,46.7,0,0,0,0,1.3,160,RAIN,2025-05-29T23:00:00+01:00,PT60M
12,0.15,169,0,0,0,0,37.3,0,0,0,0,1.1,167,INTERMITTENT RAIN,2025-05-30T00:00:00+01:00,PT60M
12,0.15,-137,0,0,0,0,32.6,0,0,0,0,0.8,163,INTERMITTENT RAIN,2025-05-30T01:00:00+01:00,PT60M
12,0.15,-111,0,0,0,0,31.9,0,0,0,0,0.4,153,INTERMITTENT RAIN,2025-05-30T02:00:00+01:00,PT60M
12,0.15,-97,0,0,0,0,23.4,0,0,0,0,0.4,141,INTERMITTENT RAIN,2025-05-30T03:00:00+01:00,PT60M
12,0.15,-88,0,0,0,0,21.3,0,0,0,0,0.3,129,INTERMITTENT RAIN,2025-05-30T04:00:00+01:00,PT60M
12,0.15,-81,0,0,0,0,11.3,0,0,0,0,0.2,116,PARTLY CLOUDY,2025-05-30T05:00:00+01:00,PT60M
12,0.15,-73,0,0,0,0,28.7,0,0,0,0,0.1,104,PARTLY CLOUDY,2025-05-30T06:00:00+01:00,PT60M
12,0.15,-65,3,6,4,4,29.5,3,0,3,2,0.2,92,INTERMITTENT RAIN,2025-05-30T07:00:00+01:00,PT60M
12,0.15,-57,45,351,104,210,32.7,69,7,71,73,0.2,81,INTERMITTENT RAIN,2025-05-30T08:00:00+01:00,PT60M
13,0.15,-46,70,633,270,621,37.8,162,16,166,158,0.3,72,INTERMITTENT RAIN,2025-05-30T09:00:00+01:00,PT60M
14,0.15,-34,81,749,414,821,32.1,238,96,282,288,0.1,64,PARTLY CLOUDY,2025-05-30T10:00:00+01:00,PT60M
15,0.15,-20,82,815,514,796,22.8,237,301,399,478,0.1,58,PARTLY CLOUDY,2025-05-30T11:00:00+01:00,PT60M
15,0.15,-3,84,834,556,706,16.1,192,485,466,559,0.1,56,PARTLY CLOUDY,2025-05-30T12:00:00+01:00,PT60M
15,0.15,14,83,825,536,584,39.1,292,62,326,319,0,57,MOSTLY CLOUDY,2025-05-30T13:00:00+01:00,PT60M
15,0.15,29,79,787,458,462,52.9,217,3,219,218,0,61,MOSTLY CLOUDY,2025-05-30T14:00:00+01:00,PT60M
15,0.15,42,73,697,329,373,39.6,186,29,196,190,0,68,MOSTLY CLOUDY,2025-05-30T15:00:00+01:00,PT60M
15,0.15,53,52,532,169,296,25.8,94,147,118,147,0,78,PARTLY CLOUDY,2025-05-30T16:00:00+01:00,PT60M
14,0.15,62,14,111,25,43,1.7,14,109,25,43,0,88,MOSTLY SUNNY,2025-05-30T17:00:00+01:00,PT60M
14,0.15,70,0,0,0,0,7.7,0,0,0,0,0,100,MOSTLY CLEAR,2025-05-30T18:00:00+01:00,PT60M
12,0.15,78,0,0,0,0,6.5,0,0,0,0,0,112,MOSTLY CLEAR,2025-05-30T19:00:00+01:00,PT60M
11,0.15,85,0,0,0,0,0,0,0,0,0,0,124,CLEAR,2025-05-30T20:00:00+01:00,PT60M
11,0.15,94,0,0,0,0,0.1,0,0,0,0,0,136,MOSTLY CLEAR,2025-05-30T21:00:00+01:00,PT60M
11,0.15,105,0,0,0,0,1.8,0,0,0,0,0,149,MOSTLY CLEAR,2025-05-30T22:00:00+01:00,PT60M
11,0.15,124,0,0,0,0,0,0,0,0,0,0,160,CLEAR,2025-05-30T23:00:00+01:00,PT60M
11,0.15,169,0,0,0,0,0,0,0,0,0,0,167,CLEAR,2025-05-31T00:00:00+01:00,PT60M
11,0.15,-137,0,0,0,0,22.9,0,0,0,0,0,164,PARTLY CLOUDY,2025-05-31T01:00:00+01:00,PT60M
11,0.15,-110,0,0,0,0,25.6,0,0,0,0,0,153,PARTLY CLOUDY,2025-05-31T02:00:00+01:00,PT60M
11,0.15,-97,0,0,0,0,26.5,0,0,0,0,0,141,PARTLY CLOUDY,2025-05-31T03:00:00+01:00,PT60M
11,0.15,-88,0,0,0,0,26.4,0,0,0,0,0,129,PARTLY CLOUDY,2025-05-31T04:00:00+01:00,PT60M
11,0.15,-80,0,0,0,0,27.3,0,0,0,0,0,116,PARTLY CLOUDY,2025-05-31T05:00:00+01:00,PT60M
11,0.15,-73,0,0,0,0,21.7,0,0,0,0,0,104,PARTLY CLOUDY,2025-05-31T06:00:00+01:00,PT60M
11,0.15,-65,3,13,4,5,0.6,3,13,4,5,0,92,MOSTLY CLEAR,2025-05-31T07:00:00+01:00,PT60M
12,0.15,-57,37,439,108,233,16.9,63,161,87,131,0,82,PARTLY CLOUDY,2025-05-31T08:00:00+01:00,PT60M
13,0.15,-46,55,704,276,653,23.3,138,231,213,351,0,72,PARTLY CLOUDY,2025-05-31T09:00:00+01:00,PT60M
15,0.15,-34,65,804,420,852,21.5,190,315,330,492,0,64,PARTLY CLOUDY,2025-05-31T10:00:00+01:00,PT60M
16,0.15,-20,74,842,518,809,34.6,272,128,337,357,0,58,PARTLY CLOUDY,2025-05-31T11:00:00+01:00,PT60M
17,0.15,-3,72,869,561,718,40.7,303,52,333,316,0,56,MOSTLY CLOUDY,2025-05-31T12:00:00+01:00,PT60M
17,0.15,14,70,864,543,593,52.1,259,0,259,250,0,57,MOSTLY CLOUDY,2025-05-31T13:00:00+01:00,PT60M
17,0.15,29,67,832,466,470,42.6,265,3,267,266,0,61,MOSTLY CLOUDY,2025-05-31T14:00:00+01:00,PT60M
16,0.15,42,58,764,338,385,38.5,190,47,205,202,0,69,MOSTLY CLOUDY,2025-05-31T15:00:00+01:00,PT60M
16,0.15,53,41,622,176,321,9.5,70,428,155,263,0,78,MOSTLY SUNNY,2025-05-31T16:00:00+01:00,PT60M
15,0.15,62,11,157,27,51,2.3,12,153,27,50,0,88,MOSTLY SUNNY,2025-05-31T17:00:00+01:00,PT60M
14,0.15,70,0,0,0,0,3.7,0,0,0,0,0,100,MOSTLY CLEAR,2025-05-31T18:00:00+01:00,PT60M
12,0.15,78,0,0,0,0,4.5,0,0,0,0,0,112,MOSTLY CLEAR,2025-05-31T19:00:00+01:00,PT60M
12,0.15,85,0,0,0,0,0.9,0,0,0,0,0,124,MOSTLY CLEAR,2025-05-31T20:00:00+01:00,PT60M
10,0.15,93,0,0,0,0,0,0,0,0,0,0,136,CLEAR,2025-05-31T21:00:00+01:00,PT60M
9,0.15,104,0,0,0,0,0,0,0,0,0,0,149,CLEAR,2025-05-31T22:00:00+01:00,PT60M
8,0.15,124,0,0,0,0,0,0,0,0,0,0,160,CLEAR,2025-05-31T23:00:00+01:00,PT60M
8,0.15,168,0,0,0,0,2.6,0,0,0,0,0,167,MOSTLY CLEAR,2025-06-01T00:00:00+01:00,PT60M
8,0.14,-137,0,0,0,0,11.1,0,0,0,0,0,164,PARTLY CLOUDY,2025-06-01T01:00:00+01:00,PT60M
8,0.14,-110,0,0,0,0,13.7,0,0,0,0,0,153,PARTLY CLOUDY,2025-06-01T02:00:00+01:00,PT60M
8,0.14,-97,0,0,0,0,6.8,0,0,0,0,0,141,MOSTLY CLEAR,2025-06-01T03:00:00+01:00,PT60M
8,0.14,-88,0,0,0,0,5.5,0,0,0,0,0,129,MOSTLY CLEAR,2025-06-01T04:00:00+01:00,PT60M
8,0.14,-80,0,0,0,0,3,0,0,0,0,0,116,MOSTLY CLEAR,2025-06-01T05:00:00+01:00,PT60M
8,0.14,-73,0,0,0,0,1.2,0,0,0,0,0,104,MOSTLY CLEAR,2025-06-01T06:00:00+01:00,PT60M
8,0.14,-65,2,16,4,5,0.1,2,16,4,5,0,93,MOSTLY CLEAR,2025-06-01T07:00:00+01:00,PT60M
9,0.14,-57,33,482,110,242,11.2,54,278,94,167,0,82,PARTLY CLOUDY,2025-06-01T08:00:00+01:00,PT60M
12,0.14,-46,52,723,277,659,29.3,150,153,192,262,0,72,PARTLY CLOUDY,2025-06-01T09:00:00+01:00,PT60M
14,0.14,-34,62,818,421,860,42.2,236,18,245,201,0,64,MOSTLY CLOUDY,2025-06-01T10:00:00+01:00,PT60M
15,0.14,-19,68,858,519,816,31.1,271,165,359,381,0,58,PARTLY CLOUDY,2025-06-01T11:00:00+01:00,PT60M
17,0.14,-3,74,865,560,717,6.4,129,703,524,646,0,56,MOSTLY SUNNY,2025-06-01T12:00:00+01:00,PT60M
17,0.14,13,71,862,541,592,11.4,164,578,480,518,0,57,PARTLY CLOUDY,2025-06-01T13:00:00+01:00,PT60M
17,0.14,29,65,833,463,468,24.8,220,268,349,350,0,61,PARTLY CLOUDY,2025-06-01T14:00:00+01:00,PT60M
16,0.14,42,59,755,335,380,19.1,150,332,270,290,0,69,PARTLY CLOUDY,2025-06-01T15:00:00+01:00,PT60M
16,0.14,53,44,593,172,310,7.2,62,452,160,269,0,78,MOSTLY SUNNY,2025-06-01T16:00:00+01:00,PT60M
15,0.14,62,12,140,25,47,18.7,16,59,22,32,0,88,PARTLY CLOUDY,2025-06-01T17:00:00+01:00,PT60M
13,0.14,70,0,0,0,0,3.4,0,0,0,0,0,100,MOSTLY CLEAR,2025-06-01T18:00:00+01:00,PT60M
11,0.14,77,0,0,0,0,0,0,0,0,0,0,112,CLEAR,2025-06-01T19:00:00+01:00,PT60M
10,0.14,85,0,0,0,0,0,0,0,0,0,0,124,CLEAR,2025-06-01T20:00:00+01:00,PT60M
8,0.14,93,0,0,0,0,0,0,0,0,0,0,136,CLEAR,2025-06-01T21:00:00+01:00,PT60M
6,0.14,104,0,0,0,0,0,0,0,0,0,0,149,CLEAR,2025-06-01T22:00:00+01:00,PT60M
6,0.14,123,0,0,0,0,0,0,0,0,0,0,160,CLEAR,2025-06-01T23:00:00+01:00,PT60M
5,0.14,168,0,0,0,0,0,0,0,0,0,0,167,CLEAR,2025-06-02T00:00:00+01:00,PT60M
5,0.14,-136,0,0,0,0,0,0,0,0,0,0,164,CLEAR,2025-06-02T01:00:00+01:00,PT60M
4,0.14,-110,0,0,0,0,7.7,0,0,0,0,0,153,MOSTLY CLEAR,2025-06-02T02:00:00+01:00,PT60M
4,0.14,-97,0,0,0,0,7,0,0,0,0,0,141,FOG,2025-06-02T03:00:00+01:00,PT60M
3,0.14,-88,0,0,0,0,6.2,0,0,0,0,0,129,FOG,2025-06-02T04:00:00+01:00,PT60M
4,0.14,-80,0,0,0,0,6.2,0,0,0,0,0,116,FOG,2025-06-02T05:00:00+01:00,PT60M
4,0.14,-73,0,0,0,0,5.7,0,0,0,0,0,104,MOSTLY CLEAR,2025-06-02T06:00:00+01:00,PT60M
4,0.14,-65,2,11,3,4,6.7,3,5,3,3,0,93,MOSTLY CLEAR,2025-06-02T07:00:00+01:00,PT60M
6,0.14,-56,38,417,104,222,2,40,388,103,215,0,82,MOSTLY SUNNY,2025-06-02T08:00:00+01:00,PT60M
9,0.14,-46,62,671,270,630,0,62,671,270,630,0,72,SUNNY,2025-06-02T09:00:00+01:00,PT60M
13,0.14,-34,73,781,415,840,3.2,95,702,401,793,0,64,MOSTLY SUNNY,2025-06-02T10:00:00+01:00,PT60M
15,0.14,-19,77,835,514,806,11.8,170,541,452,651,0,58,PARTLY CLOUDY,2025-06-02T11:00:00+01:00,PT60M
16,0.14,-3,79,853,556,713,27.3,267,246,404,443,0,56,PARTLY CLOUDY,2025-06-02T12:00:00+01:00,PT60M
15,0.14,13,73,858,538,590,63.5,197,0,197,189,0,57,OVERCAST,2025-06-02T13:00:00+01:00,PT60M
16,0.14,29,65,831,461,465,71.9,128,0,128,128,0,62,OVERCAST,2025-06-02T14:00:00+01:00,PT60M
15,0.14,42,59,749,331,376,57.3,142,0,142,134,0,69,MOSTLY CLOUDY,2025-06-02T15:00:00+01:00,PT60M
15,0.14,53,44,581,169,303,54.8,74,0,74,62,0,78,MOSTLY CLOUDY,2025-06-02T16:00:00+01:00,PT60M
14,0.14,62,12,129,24,44,33.2,15,0,15,15,0,88,PARTLY CLOUDY,2025-06-02T17:00:00+01:00,PT60M
13,0.14,70,0,0,0,0,28.7,0,0,0,0,0,100,PARTLY CLOUDY,2025-06-02T18:00:00+01:00,PT60M
13,0.14,77,0,0,0,0,28.9,0,0,0,0,0.1,112,PARTLY CLOUDY,2025-06-02T19:00:00+01:00,PT60M
12,0.14,85,0,0,0,0,26.5,0,0,0,0,0,124,PARTLY CLOUDY,2025-06-02T20:00:00+01:00,PT60M
12,0.14,93,0,0,0,0,25.9,0,0,0,0,0,136,PARTLY CLOUDY,2025-06-02T21:00:00+01:00,PT60M
11,0.14,104,0,0,0,0,25,0,0,0,0,0,149,PARTLY CLOUDY,2025-06-02T22:00:00+01:00,PT60M
