air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,precipitation_rate,zenith,weather_type,period_end,period
17,0.15,-168,0,0,0,0,0,0,0,0,0,0,122,CLEAR,2023-01-01T01:00:00+01:00,PT60M
16,0.15,-153,0,0,0,0,1.5,0,0,0,0,0,118,MOSTLY CLEAR,2023-01-01T02:00:00+01:00,PT60M
16,0.15,-140,0,0,0,0,2.7,0,0,0,0,0,111,MOSTLY CLEAR,2023-01-01T03:00:00+01:00,PT60M
16,0.15,-129,0,0,0,0,3,0,0,0,0,0,102,MOSTLY CLEAR,2023-01-01T04:00:00+01:00,PT60M
16,0.15,-120,3,25,6,7,1.9,4,22,6,7,0,92,MOSTLY CLEAR,2023-01-01T05:00:00+01:00,PT60M
17,0.15,-112,40,515,130,288,3.2,47,452,126,267,0,81,MOSTLY SUNNY,2023-01-01T06:00:00+01:00,PT60M
20,0.15,-104,64,774,345,690,0.9,68,752,343,679,0,69,MOSTLY SUNNY,2023-01-01T07:00:00+01:00,PT60M
24,0.15,-97,77,891,568,880,0,77,891,568,880,0,57,SUNNY,2023-01-01T08:00:00+01:00,PT60M
27,0.15,-89,85,956,770,1008,0,85,956,770,1008,0,44,SUNNY,2023-01-01T09:00:00+01:00,PT60M
29,0.15,-79,91,993,933,1083,0,91,993,933,1083,0,32,SUNNY,2023-01-01T10:00:00+01:00,PT60M
31,0.15,-62,94,1012,1043,1112,0,94,1012,1043,1112,0,20,SUNNY,2023-01-01T11:00:00+01:00,PT60M
33,0.15,-19,99,1013,1090,1105,0,99,1013,1090,1105,0,12,SUNNY,2023-01-01T12:00:00+01:00,PT60M
33,0.15,42,101,1006,1073,1078,0,101,1006,1073,1078,0,15,SUNNY,2023-01-01T13:00:00+01:00,PT60M
34,0.15,71,106,978,991,1041,0,106,978,991,1041,0,25,SUNNY,2023-01-01T14:00:00+01:00,PT60M
34,0.15,84,102,944,854,1005,0,102,944,854,1005,0,37,SUNNY,2023-01-01T15:00:00+01:00,PT60M
33,0.15,93,94,890,671,966,0,94,890,671,966,0,50,SUNNY,2023-01-01T16:00:00+01:00,PT60M
32,0.15,100,82,799,459,902,0,82,799,459,902,0,62,SUNNY,2023-01-01T17:00:00+01:00,PT60M
30,0.15,107,63,628,239,547,0,63,628,239,547,0,74,SUNNY,2023-01-01T18:00:00+01:00,PT60M
27,0.15,115,24,217,51,99,0.9,24,217,51,99,0,86,MOSTLY SUNNY,2023-01-01T19:00:00+01:00,PT60M
24,0.15,124,0,0,0,0,0.1,0,0,0,0,0,97,MOSTLY CLEAR,2023-01-01T20:00:00+01:00,PT60M
23,0.15,134,0,0,0,0,0,0,0,0,0,0,106,CLEAR,2023-01-01T21:00:00+01:00,PT60M
21,0.15,145,0,0,0,0,0.9,0,0,0,0,0,114,MOSTLY CLEAR,2023-01-01T22:00:00+01:00,PT60M
20,0.15,160,0,0,0,0,2.2,0,0,0,0,0,120,MOSTLY CLEAR,2023-01-01T23:00:00+01:00,PT60M
20,0.15,175,0,0,0,0,2.8,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-02T00:00:00+01:00,PT60M
19,0.14,-168,0,0,0,0,2.5,0,0,0,0,0,122,MOSTLY CLEAR,2023-01-02T01:00:00+01:00,PT60M
19,0.14,-153,0,0,0,0,4.5,0,0,0,0,0,118,MOSTLY CLEAR,2023-01-02T02:00:00+01:00,PT60M
18,0.14,-140,0,0,0,0,4,0,0,0,0,0,111,MOSTLY CLEAR,2023-01-02T03:00:00+01:00,PT60M
18,0.14,-129,0,0,0,0,6.8,0,0,0,0,0,102,MOSTLY CLEAR,2023-01-02T04:00:00+01:00,PT60M
19,0.14,-120,3,20,5,6,2.8,3,17,5,6,0,92,MOSTLY CLEAR,2023-01-02T05:00:00+01:00,PT60M
20,0.14,-112,40,496,126,277,1.2,43,471,124,268,0,81,MOSTLY SUNNY,2023-01-02T06:00:00+01:00,PT60M
22,0.14,-104,63,764,340,681,0.6,65,750,338,673,0,69,MOSTLY SUNNY,2023-01-02T07:00:00+01:00,PT60M
24,0.14,-97,73,893,563,876,0,73,893,563,876,0,57,SUNNY,2023-01-02T08:00:00+01:00,PT60M
27,0.14,-89,80,958,765,1004,0,80,958,765,1004,0,44,SUNNY,2023-01-02T09:00:00+01:00,PT60M
30,0.14,-79,86,994,928,1079,0,86,994,928,1079,0,32,SUNNY,2023-01-02T10:00:00+01:00,PT60M
32,0.14,-62,93,1008,1038,1108,0,93,1008,1038,1108,0,20,SUNNY,2023-01-02T11:00:00+01:00,PT60M
33,0.14,-19,95,1015,1088,1104,0,95,1015,1088,1104,0,12,SUNNY,2023-01-02T12:00:00+01:00,PT60M
34,0.14,42,95,1012,1074,1078,0,95,1012,1074,1078,0,15,SUNNY,2023-01-02T13:00:00+01:00,PT60M
35,0.14,71,93,999,997,1046,0,93,999,997,1046,0,25,SUNNY,2023-01-02T14:00:00+01:00,PT60M
34,0.14,84,89,969,861,1013,0,89,969,861,1013,0,37,SUNNY,2023-01-02T15:00:00+01:00,PT60M
34,0.14,93,86,911,677,976,0,86,911,677,976,0,50,SUNNY,2023-01-02T16:00:00+01:00,PT60M
33,0.14,100,76,823,465,917,0,76,823,465,917,0,62,SUNNY,2023-01-02T17:00:00+01:00,PT60M
31,0.14,107,59,657,243,562,0,59,657,243,562,0,74,SUNNY,2023-01-02T18:00:00+01:00,PT60M
29,0.14,115,23,238,53,104,1.5,23,237,53,104,0,86,MOSTLY SUNNY,2023-01-02T19:00:00+01:00,PT60M
27,0.14,123,0,0,0,0,3.9,0,0,0,0,0,97,MOSTLY CLEAR,2023-01-02T20:00:00+01:00,PT60M
25,0.14,133,0,0,0,0,2.4,0,0,0,0,0,106,MOSTLY CLEAR,2023-01-02T21:00:00+01:00,PT60M
24,0.14,145,0,0,0,0,3.7,0,0,0,0,0,114,MOSTLY CLEAR,2023-01-02T22:00:00+01:00,PT60M
23,0.14,159,0,0,0,0,4.2,0,0,0,0,0,120,MOSTLY CLEAR,2023-01-02T23:00:00+01:00,PT60M
22,0.14,175,0,0,0,0,4.9,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-03T00:00:00+01:00,PT60M
21,0.14,-168,0,0,0,0,4.7,0,0,0,0,0,122,MOSTLY CLEAR,2023-01-03T01:00:00+01:00,PT60M
20,0.14,-153,0,0,0,0,5.6,0,0,0,0,0,118,MOSTLY CLEAR,2023-01-03T02:00:00+01:00,PT60M
19,0.14,-140,0,0,0,0,3.1,0,0,0,0,0,111,MOSTLY CLEAR,2023-01-03T03:00:00+01:00,PT60M
18,0.14,-129,0,0,0,0,1.5,0,0,0,0,0,102,MOSTLY CLEAR,2023-01-03T04:00:00+01:00,PT60M
17,0.14,-120,3,16,5,6,4.6,3,12,4,5,0,92,MOSTLY CLEAR,2023-01-03T05:00:00+01:00,PT60M
18,0.14,-112,41,475,124,269,0.4,42,470,124,268,0,81,MOSTLY SUNNY,2023-01-03T06:00:00+01:00,PT60M
20,0.14,-104,67,757,340,680,0,67,757,340,680,0,69,SUNNY,2023-01-03T07:00:00+01:00,PT60M
22,0.14,-97,78,897,569,887,0,78,897,569,887,0,57,SUNNY,2023-01-03T08:00:00+01:00,PT60M
24,0.14,-89,86,973,780,1026,0,86,973,780,1026,0,44,SUNNY,2023-01-03T09:00:00+01:00,PT60M
26,0.14,-79,92,1017,952,1109,0,92,1017,952,1109,0,32,SUNNY,2023-01-03T10:00:00+01:00,PT60M
28,0.14,-62,95,1040,1069,1142,0,95,1040,1069,1142,0,20,SUNNY,2023-01-03T11:00:00+01:00,PT60M
29,0.14,-19,97,1046,1120,1137,0,97,1046,1120,1137,0,12,SUNNY,2023-01-03T12:00:00+01:00,PT60M
29,0.14,41,102,1037,1104,1109,0,102,1037,1104,1109,0,15,SUNNY,2023-01-03T13:00:00+01:00,PT60M
30,0.14,70,106,1011,1022,1071,0,106,1011,1022,1071,0,25,SUNNY,2023-01-03T14:00:00+01:00,PT60M
29,0.14,84,111,962,878,1030,0,111,962,878,1030,0,37,SUNNY,2023-01-03T15:00:00+01:00,PT60M
27,0.14,93,108,890,687,983,0,108,890,687,983,0,49,SUNNY,2023-01-03T16:00:00+01:00,PT60M
25,0.14,100,100,770,465,897,0,100,770,465,897,0,62,SUNNY,2023-01-03T17:00:00+01:00,PT60M
22,0.14,107,75,575,238,529,24.3,120,204,189,314,0,74,PARTLY CLOUDY,2023-01-03T18:00:00+01:00,PT60M
20,0.14,115,27,174,50,90,59.2,23,0,23,23,0,86,MOSTLY CLOUDY,2023-01-03T19:00:00+01:00,PT60M
19,0.14,123,0,0,0,0,61.1,0,0,0,0,0,96,OVERCAST,2023-01-03T20:00:00+01:00,PT60M
19,0.14,133,0,0,0,0,48.1,0,0,0,0,0.1,106,MOSTLY CLOUDY,2023-01-03T21:00:00+01:00,PT60M
19,0.14,145,0,0,0,0,46.9,0,0,0,0,0.1,114,MOSTLY CLOUDY,2023-01-03T22:00:00+01:00,PT60M
19,0.14,159,0,0,0,0,43.5,0,0,0,0,0.1,120,MOSTLY CLOUDY,2023-01-03T23:00:00+01:00,PT60M
19,0.14,175,0,0,0,0,43.8,0,0,0,0,0.3,123,RAIN,2023-01-04T00:00:00+01:00,PT60M
18,0.14,-169,0,0,0,0,57.8,0,0,0,0,0.2,122,RAIN,2023-01-04T01:00:00+01:00,PT60M
18,0.14,-153,0,0,0,0,57.8,0,0,0,0,0.3,118,RAIN,2023-01-04T02:00:00+01:00,PT60M
17,0.14,-140,0,0,0,0,67.6,0,0,0,0,0.2,111,RAIN,2023-01-04T03:00:00+01:00,PT60M
17,0.14,-129,0,0,0,0,54.4,0,0,0,0,0.1,103,MOSTLY CLOUDY,2023-01-04T04:00:00+01:00,PT60M
17,0.14,-120,3,13,4,5,58.5,2,0,2,2,0.1,92,MOSTLY CLOUDY,2023-01-04T05:00:00+01:00,PT60M
17,0.14,-112,41,451,119,255,41.7,68,28,72,78,0.1,81,MOSTLY CLOUDY,2023-01-04T06:00:00+01:00,PT60M
17,0.14,-104,70,723,329,656,41,194,3,195,155,0.3,69,RAIN,2023-01-04T07:00:00+01:00,PT60M
18,0.14,-97,87,848,549,854,35.4,312,76,357,338,0.2,57,INTERMITTENT RAIN,2023-01-04T08:00:00+01:00,PT60M
18,0.14,-89,105,905,750,982,34.1,416,109,494,485,0.2,45,INTERMITTENT RAIN,2023-01-04T09:00:00+01:00,PT60M
19,0.14,-79,116,944,914,1062,28.2,455,238,657,677,0.2,32,INTERMITTENT RAIN,2023-01-04T10:00:00+01:00,PT60M
21,0.14,-62,108,986,1031,1101,19.8,407,448,826,856,0.1,20,PARTLY CLOUDY,2023-01-04T11:00:00+01:00,PT60M
22,0.14,-20,112,993,1082,1098,17.7,398,504,891,899,0.2,12,PARTLY CLOUDY,2023-01-04T12:00:00+01:00,PT60M
22,0.14,41,113,987,1068,1072,18,399,493,876,878,0.2,15,PARTLY CLOUDY,2023-01-04T13:00:00+01:00,PT60M
21,0.14,70,120,960,990,1036,17.7,379,481,813,839,0.1,25,PARTLY CLOUDY,2023-01-04T14:00:00+01:00,PT60M
21,0.14,83,120,921,854,999,15.5,315,509,722,805,0.1,37,PARTLY CLOUDY,2023-01-04T15:00:00+01:00,PT60M
20,0.14,92,112,860,672,957,34.8,358,122,443,445,0,49,PARTLY CLOUDY,2023-01-04T16:00:00+01:00,PT60M
20,0.14,100,103,744,456,874,31.8,266,95,307,332,0,62,PARTLY CLOUDY,2023-01-04T17:00:00+01:00,PT60M
18,0.14,107,78,549,234,514,30.3,149,46,165,188,0,74,PARTLY CLOUDY,2023-01-04T18:00:00+01:00,PT60M
17,0.14,115,28,162,49,87,29,30,0,30,30,0,86,PARTLY CLOUDY,2023-01-04T19:00:00+01:00,PT60M
16,0.14,123,0,0,0,0,23.7,0,0,0,0,0,96,PARTLY CLOUDY,2023-01-04T20:00:00+01:00,PT60M
16,0.14,133,0,0,0,0,28.4,0,0,0,0,0,106,PARTLY CLOUDY,2023-01-04T21:00:00+01:00,PT60M
15,0.14,145,0,0,0,0,37.6,0,0,0,0,0,114,MOSTLY CLOUDY,2023-01-04T22:00:00+01:00,PT60M
15,0.14,159,0,0,0,0,32.8,0,0,0,0,0,120,PARTLY CLOUDY,2023-01-04T23:00:00+01:00,PT60M
14,0.14,175,0,0,0,0,32.9,0,0,0,0,0,123,PARTLY CLOUDY,2023-01-05T00:00:00+01:00,PT60M
14,0.14,-169,0,0,0,0,21.1,0,0,0,0,0,122,PARTLY CLOUDY,2023-01-05T01:00:00+01:00,PT60M
14,0.14,-153,0,0,0,0,20.1,0,0,0,0,0,118,PARTLY CLOUDY,2023-01-05T02:00:00+01:00,PT60M
13,0.14,-140,0,0,0,0,21.9,0,0,0,0,0,112,PARTLY CLOUDY,2023-01-05T03:00:00+01:00,PT60M
13,0.14,-129,0,0,0,0,28.7,0,0,0,0,0,103,PARTLY CLOUDY,2023-01-05T04:00:00+01:00,PT60M
13,0.14,-120,3,7,3,4,44.9,2,0,2,2,0,92,MOSTLY CLOUDY,2023-01-05T05:00:00+01:00,PT60M
14,0.14,-112,45,397,114,237,50.3,59,0,59,55,0,81,MOSTLY CLOUDY,2023-01-05T06:00:00+01:00,PT60M
15,0.14,-104,74,709,327,651,34.4,192,62,217,207,0,69,PARTLY CLOUDY,2023-01-05T07:00:00+01:00,PT60M
16,0.14,-97,94,839,550,855,33.6,310,99,368,358,0,57,PARTLY CLOUDY,2023-01-05T08:00:00+01:00,PT60M
18,0.14,-89,106,915,756,993,27.3,376,243,551,590,0,45,PARTLY CLOUDY,2023-01-05T09:00:00+01:00,PT60M
19,0.14,-79,113,960,923,1075,13.2,297,596,803,897,0,32,PARTLY CLOUDY,2023-01-05T10:00:00+01:00,PT60M
19,0.14,-62,117,987,1040,1112,9.4,274,715,942,997,0,21,MOSTLY SUNNY,2023-01-05T11:00:00+01:00,PT60M
20,0.14,-20,118,1000,1095,1111,19.3,423,472,883,892,0,12,PARTLY CLOUDY,2023-01-05T12:00:00+01:00,PT60M
20,0.14,40,114,1000,1081,1085,28.4,523,260,775,775,0.1,15,PARTLY CLOUDY,2023-01-05T13:00:00+01:00,PT60M
20,0.14,70,115,978,1002,1048,22,428,391,781,800,0,25,PARTLY CLOUDY,2023-01-05T14:00:00+01:00,PT60M
19,0.14,83,110,947,866,1013,21.1,366,396,684,742,0,37,PARTLY CLOUDY,2023-01-05T15:00:00+01:00,PT60M
19,0.14,92,98,900,684,978,22.6,307,341,530,638,0,49,PARTLY CLOUDY,2023-01-05T16:00:00+01:00,PT60M
19,0.14,100,85,809,469,914,18.6,209,367,380,596,0,62,PARTLY CLOUDY,2023-01-05T17:00:00+01:00,PT60M
18,0.14,107,65,634,245,559,23.2,134,185,189,292,0,74,PARTLY CLOUDY,2023-01-05T18:00:00+01:00,PT60M
16,0.14,115,25,227,53,103,8,33,113,47,71,0,86,MOSTLY SUNNY,2023-01-05T19:00:00+01:00,PT60M
16,0.14,123,0,0,0,0,5,0,0,0,0,0,96,MOSTLY CLEAR,2023-01-05T20:00:00+01:00,PT60M
15,0.14,133,0,0,0,0,11.1,0,0,0,0,0,106,PARTLY CLOUDY,2023-01-05T21:00:00+01:00,PT60M
15,0.14,145,0,0,0,0,11.2,0,0,0,0,0,114,PARTLY CLOUDY,2023-01-05T22:00:00+01:00,PT60M
15,0.14,159,0,0,0,0,2.8,0,0,0,0,0,120,MOSTLY CLEAR,2023-01-05T23:00:00+01:00,PT60M
15,0.14,175,0,0,0,0,3.4,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-06T00:00:00+01:00,PT60M
15,0.14,-169,0,0,0,0,3.9,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-06T01:00:00+01:00,PT60M
15,0.14,-153,0,0,0,0,4.8,0,0,0,0,0,119,MOSTLY CLEAR,2023-01-06T02:00:00+01:00,PT60M
14,0.14,-140,0,0,0,0,16.4,0,0,0,0,0,112,PARTLY CLOUDY,2023-01-06T03:00:00+01:00,PT60M
14,0.14,-129,0,0,0,0,19,0,0,0,0,0,103,PARTLY CLOUDY,2023-01-06T04:00:00+01:00,PT60M
14,0.14,-120,2,15,4,5,23,2,0,2,2,0,93,PARTLY CLOUDY,2023-01-06T05:00:00+01:00,PT60M
15,0.14,-112,35,500,118,261,42.1,70,2,70,67,0,81,MOSTLY CLOUDY,2023-01-06T06:00:00+01:00,PT60M
17,0.14,-104,56,773,329,676,24.6,160,245,251,347,0,69,PARTLY CLOUDY,2023-01-06T07:00:00+01:00,PT60M
19,0.14,-97,68,891,550,869,18.6,218,425,448,599,0,57,PARTLY CLOUDY,2023-01-06T08:00:00+01:00,PT60M
21,0.14,-89,75,956,752,997,15.5,252,541,637,777,0,45,PARTLY CLOUDY,2023-01-06T09:00:00+01:00,PT60M
22,0.14,-79,80,993,917,1073,8.6,208,746,839,960,0,32,MOSTLY SUNNY,2023-01-06T10:00:00+01:00,PT60M
23,0.14,-62,83,1014,1030,1104,3.8,149,901,991,1058,0,21,MOSTLY SUNNY,2023-01-06T11:00:00+01:00,PT60M
24,0.14,-20,84,1022,1083,1100,0.1,86,1019,1082,1099,0,12,MOSTLY SUNNY,2023-01-06T12:00:00+01:00,PT60M
25,0.14,40,86,1019,1071,1075,0,86,1019,1071,1075,0,15,SUNNY,2023-01-06T13:00:00+01:00,PT60M
25,0.14,69,92,996,995,1041,0,92,996,995,1041,0,25,SUNNY,2023-01-06T14:00:00+01:00,PT60M
26,0.14,83,89,968,862,1009,0,89,968,862,1009,0,37,SUNNY,2023-01-06T15:00:00+01:00,PT60M
25,0.14,92,82,922,682,978,0,82,922,682,978,0,49,SUNNY,2023-01-06T16:00:00+01:00,PT60M
24,0.14,100,69,849,472,929,0,69,849,472,929,0,62,SUNNY,2023-01-06T17:00:00+01:00,PT60M
23,0.14,107,53,697,250,586,0,53,697,250,586,0,74,SUNNY,2023-01-06T18:00:00+01:00,PT60M
21,0.14,114,22,278,56,115,0.4,22,278,56,115,0,86,MOSTLY SUNNY,2023-01-06T19:00:00+01:00,PT60M
20,0.14,123,0,0,0,0,0.1,0,0,0,0,0,96,MOSTLY CLEAR,2023-01-06T20:00:00+01:00,PT60M
19,0.14,133,0,0,0,0,0.1,0,0,0,0,0,106,MOSTLY CLEAR,2023-01-06T21:00:00+01:00,PT60M
17,0.14,145,0,0,0,0,1,0,0,0,0,0,115,MOSTLY CLEAR,2023-01-06T22:00:00+01:00,PT60M
16,0.14,159,0,0,0,0,0.3,0,0,0,0,0,120,MOSTLY CLEAR,2023-01-06T23:00:00+01:00,PT60M
16,0.14,175,0,0,0,0,0.1,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-07T00:00:00+01:00,PT60M
15,0.14,-169,0,0,0,0,0.6,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-07T01:00:00+01:00,PT60M
14,0.14,-154,0,0,0,0,1.5,0,0,0,0,0,119,MOSTLY CLEAR,2023-01-07T02:00:00+01:00,PT60M
14,0.14,-140,0,0,0,0,2.7,0,0,0,0,0,112,MOSTLY CLEAR,2023-01-07T03:00:00+01:00,PT60M
14,0.14,-129,0,0,0,0,4.2,0,0,0,0,0,103,MOSTLY CLEAR,2023-01-07T04:00:00+01:00,PT60M
13,0.14,-120,2,15,3,4,1.9,2,15,3,4,0,93,MOSTLY CLEAR,2023-01-07T05:00:00+01:00,PT60M
15,0.14,-112,34,522,120,268,0.9,35,505,119,263,0,81,MOSTLY SUNNY,2023-01-07T06:00:00+01:00,PT60M
18,0.14,-104,56,801,337,698,0,56,801,337,698,0,70,SUNNY,2023-01-07T07:00:00+01:00,PT60M
21,0.14,-97,67,918,562,893,0,67,918,562,893,0,57,SUNNY,2023-01-07T08:00:00+01:00,PT60M
24,0.14,-89,75,981,768,1021,0,75,981,768,1021,0,45,SUNNY,2023-01-07T09:00:00+01:00,PT60M
26,0.14,-79,81,1015,934,1095,0,81,1015,934,1095,0,33,SUNNY,2023-01-07T10:00:00+01:00,PT60M
27,0.14,-62,88,1029,1048,1124,0,88,1029,1048,1124,0,21,SUNNY,2023-01-07T11:00:00+01:00,PT60M
28,0.14,-21,90,1035,1100,1118,0,90,1035,1100,1118,0,13,SUNNY,2023-01-07T12:00:00+01:00,PT60M
29,0.14,39,90,1032,1088,1091,0,90,1032,1088,1091,0,15,SUNNY,2023-01-07T13:00:00+01:00,PT60M
30,0.14,69,88,1018,1011,1057,0,88,1018,1011,1057,0,25,SUNNY,2023-01-07T14:00:00+01:00,PT60M
30,0.14,83,84,990,875,1024,0,84,990,875,1024,0,37,SUNNY,2023-01-07T15:00:00+01:00,PT60M
30,0.14,92,77,941,691,991,0,77,941,691,991,0,49,SUNNY,2023-01-07T16:00:00+01:00,PT60M
30,0.14,99,68,859,476,937,0,68,859,476,937,0,62,SUNNY,2023-01-07T17:00:00+01:00,PT60M
29,0.14,107,53,703,252,592,0,53,703,252,592,0,74,SUNNY,2023-01-07T18:00:00+01:00,PT60M
26,0.14,114,22,282,57,116,0.4,22,282,57,116,0,85,MOSTLY SUNNY,2023-01-07T19:00:00+01:00,PT60M
23,0.14,123,0,0,0,0,0.1,0,0,0,0,0,96,MOSTLY CLEAR,2023-01-07T20:00:00+01:00,PT60M
21,0.14,133,0,0,0,0,0,0,0,0,0,0,106,CLEAR,2023-01-07T21:00:00+01:00,PT60M
20,0.14,145,0,0,0,0,0,0,0,0,0,0,115,CLEAR,2023-01-07T22:00:00+01:00,PT60M
19,0.14,159,0,0,0,0,0,0,0,0,0,0,121,CLEAR,2023-01-07T23:00:00+01:00,PT60M
18,0.14,175,0,0,0,0,0.1,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-08T00:00:00+01:00,PT60M
17,0.14,-169,0,0,0,0,0.1,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-08T01:00:00+01:00,PT60M
16,0.14,-154,0,0,0,0,0.4,0,0,0,0,0,119,MOSTLY CLEAR,2023-01-08T02:00:00+01:00,PT60M
15,0.14,-140,0,0,0,0,0,0,0,0,0,0,112,CLEAR,2023-01-08T03:00:00+01:00,PT60M
15,0.14,-129,0,0,0,0,0.1,0,0,0,0,0,103,MOSTLY CLEAR,2023-01-08T04:00:00+01:00,PT60M
15,0.14,-120,2,11,3,4,0,2,11,3,4,0,93,CLEAR,2023-01-08T05:00:00+01:00,PT60M
17,0.14,-111,35,499,117,258,0,35,499,117,258,0,82,SUNNY,2023-01-08T06:00:00+01:00,PT60M
20,0.14,-104,56,800,335,697,0,56,800,335,697,0,70,SUNNY,2023-01-08T07:00:00+01:00,PT60M
24,0.14,-97,67,920,562,896,0,67,920,562,896,0,58,SUNNY,2023-01-08T08:00:00+01:00,PT60M
27,0.14,-89,75,984,769,1025,0,75,984,769,1025,0,45,SUNNY,2023-01-08T09:00:00+01:00,PT60M
30,0.14,-79,80,1021,937,1101,0,80,1021,937,1101,0,33,SUNNY,2023-01-08T10:00:00+01:00,PT60M
31,0.14,-61,84,1041,1054,1132,0,84,1041,1054,1132,0,21,SUNNY,2023-01-08T11:00:00+01:00,PT60M
32,0.14,-21,89,1045,1108,1127,0,89,1045,1108,1127,0,13,SUNNY,2023-01-08T12:00:00+01:00,PT60M
32,0.14,38,91,1040,1095,1099,0,91,1040,1095,1099,0,15,SUNNY,2023-01-08T13:00:00+01:00,PT60M
32,0.14,69,93,1020,1018,1063,0,93,1020,1018,1063,0,25,SUNNY,2023-01-08T14:00:00+01:00,PT60M
31,0.14,82,89,992,882,1031,0,89,992,882,1031,0,37,SUNNY,2023-01-08T15:00:00+01:00,PT60M
30,0.14,92,83,945,699,1000,0,83,945,699,1000,0,49,SUNNY,2023-01-08T16:00:00+01:00,PT60M
29,0.14,99,73,863,483,948,0,73,863,483,948,0,62,SUNNY,2023-01-08T17:00:00+01:00,PT60M
28,0.14,106,56,702,256,599,0,56,702,256,599,0,74,SUNNY,2023-01-08T18:00:00+01:00,PT60M
26,0.14,114,23,272,57,116,0.4,23,272,57,116,0,85,MOSTLY SUNNY,2023-01-08T19:00:00+01:00,PT60M
24,0.14,123,0,0,0,0,0.1,0,0,0,0,0,96,MOSTLY CLEAR,2023-01-08T20:00:00+01:00,PT60M
22,0.14,132,0,0,0,0,0,0,0,0,0,0,106,CLEAR,2023-01-08T21:00:00+01:00,PT60M
20,0.14,144,0,0,0,0,0,0,0,0,0,0,115,CLEAR,2023-01-08T22:00:00+01:00,PT60M
19,0.14,159,0,0,0,0,0.6,0,0,0,0,0,121,MOSTLY CLEAR,2023-01-08T23:00:00+01:00,PT60M
18,0.14,174,0,0,0,0,1.3,0,0,0,0,0,124,MOSTLY CLEAR,2023-01-09T00:00:00+01:00,PT60M
17,0.15,-169,0,0,0,0,0.7,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-09T01:00:00+01:00,PT60M
16,0.15,-154,0,0,0,0,3,0,0,0,0,0,119,MOSTLY CLEAR,2023-01-09T02:00:00+01:00,PT60M
15,0.15,-140,0,0,0,0,0.7,0,0,0,0,0,112,MOSTLY CLEAR,2023-01-09T03:00:00+01:00,PT60M
15,0.15,-129,0,0,0,0,0.3,0,0,0,0,0,103,MOSTLY CLEAR,2023-01-09T04:00:00+01:00,PT60M
14,0.15,-120,2,9,3,3,0.1,2,9,3,3,0,93,MOSTLY CLEAR,2023-01-09T05:00:00+01:00,PT60M
16,0.15,-111,36,493,116,255,0,36,493,116,255,0,82,SUNNY,2023-01-09T06:00:00+01:00,PT60M
20,0.15,-104,59,792,334,695,0,59,792,334,695,0,70,SUNNY,2023-01-09T07:00:00+01:00,PT60M
23,0.15,-97,72,913,561,896,0,72,913,561,896,0,58,SUNNY,2023-01-09T08:00:00+01:00,PT60M
25,0.15,-89,81,976,768,1024,0,81,976,768,1024,0,45,SUNNY,2023-01-09T09:00:00+01:00,PT60M
27,0.15,-79,90,1007,935,1098,0,90,1007,935,1098,0,33,SUNNY,2023-01-09T10:00:00+01:00,PT60M
28,0.15,-61,95,1028,1052,1130,0,95,1028,1052,1130,0,21,SUNNY,2023-01-09T11:00:00+01:00,PT60M
29,0.15,-21,96,1038,1108,1127,0,96,1038,1108,1127,0,13,SUNNY,2023-01-09T12:00:00+01:00,PT60M
30,0.15,38,96,1037,1098,1101,0,96,1037,1098,1101,0,15,SUNNY,2023-01-09T13:00:00+01:00,PT60M
31,0.15,68,94,1022,1021,1066,0,94,1022,1021,1066,0,25,SUNNY,2023-01-09T14:00:00+01:00,PT60M
30,0.15,82,90,992,883,1031,0,90,992,883,1031,0,37,SUNNY,2023-01-09T15:00:00+01:00,PT60M
29,0.15,91,84,940,697,995,0,84,940,697,995,0,49,SUNNY,2023-01-09T16:00:00+01:00,PT60M
27,0.15,99,74,852,480,938,0,74,852,480,938,0,62,SUNNY,2023-01-09T17:00:00+01:00,PT60M
25,0.15,106,57,688,253,589,0,57,688,253,589,0,74,SUNNY,2023-01-09T18:00:00+01:00,PT60M
23,0.15,114,23,262,56,113,0.9,24,259,56,113,0,85,MOSTLY SUNNY,2023-01-09T19:00:00+01:00,PT60M
21,0.15,122,0,0,0,0,1.6,0,0,0,0,0,96,MOSTLY CLEAR,2023-01-09T20:00:00+01:00,PT60M
20,0.15,132,0,0,0,0,0.3,0,0,0,0,0,106,MOSTLY CLEAR,2023-01-09T21:00:00+01:00,PT60M
20,0.15,144,0,0,0,0,3,0,0,0,0,0,115,MOSTLY CLEAR,2023-01-09T22:00:00+01:00,PT60M
20,0.15,158,0,0,0,0,5.9,0,0,0,0,0,121,MOSTLY CLEAR,2023-01-09T23:00:00+01:00,PT60M
19,0.15,174,0,0,0,0,1.5,0,0,0,0,0,124,MOSTLY CLEAR,2023-01-10T00:00:00+01:00,PT60M
